Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,GPA_Change_Over_Semester,Percentage_Of_AI_Usage,Weekly_Study_Hours
102475,Business,Freshman,3.609,Copywriting/Drafting,Beginner,3,FALSE,4,Allowed_With_Citation,7,3.875,67.7,High,-0.266,0.298,23.4
102476,Arts,Junior,3.52,Direct_Answer_Generation,Intermediate,4,TRUE,2,Actively_Encouraged,4,3.693,85.87,Low,-0.173,0.066,10.65
102477,STEM,Junior,3.038,Copywriting/Drafting,Advanced,3,TRUE,2,Actively_Encouraged,5,3.637,83.54,Medium,-0.599,0.167,16.81
102478,Arts,Senior,3.805,Direct_Answer_Generation,Advanced,4,FALSE,6,Actively_Encouraged,8,4,90.77,Low,-0.195,0.5,23.79
102479,STEM,Senior,3.112,Debugging/Troubleshooting,Intermediate,1,FALSE,2,Actively_Encouraged,6,3.496,75.9,Low,-0.384,0.222,20.61
102480,Arts,Freshman,2.46,Copywriting/Drafting,Beginner,2,FALSE,5,Allowed_With_Citation,6,2.785,49.01,Medium,-0.325,0.045,20.9
102481,STEM,Senior,2.679,Debugging/Troubleshooting,Intermediate,4,TRUE,6,Allowed_With_Citation,3,2.935,60.28,High,-0.256,0.592,21.72
102482,Medical,Freshman,3.526,Summarizing_Reading,Beginner,1,TRUE,5,Allowed_With_Citation,4,3.258,57.67,Medium,0.268,0.585,3.47
102483,Medical,Freshman,3.099,Direct_Answer_Generation,Beginner,1,TRUE,7,Allowed_With_Citation,8,2.839,63.22,Medium,0.26,0.728,22.37
102484,STEM,Sophomore,3.362,Debugging/Troubleshooting,Beginner,2,FALSE,3,Allowed_With_Citation,2,3.312,66.55,Medium,0.05,0.314,20.15
102485,Humanities,Freshman,2.488,Debugging/Troubleshooting,Beginner,2,FALSE,5,Actively_Encouraged,5,2.68,79.58,Medium,-0.192,0.551,21.78
102486,Medical,Senior,3.235,Summarizing_Reading,Intermediate,2,TRUE,1,Allowed_With_Citation,1,3.188,85.04,Low,0.047,0.061,11.59
102487,Humanities,Junior,3.044,Debugging/Troubleshooting,Advanced,4,FALSE,3,Allowed_With_Citation,1,3.509,81.41,Low,-0.465,0.05,9.11
102488,Arts,Junior,3.645,Ideation,Beginner,3,TRUE,3,Actively_Encouraged,3,3.886,67.4,Medium,-0.241,0.301,13.01
102489,Business,Junior,3.107,Ideation,Beginner,3,TRUE,1,Actively_Encouraged,4,3.111,36.86,Low,-0.004,0.049,12.12
102490,Humanities,Graduate,3.501,Copywriting/Drafting,Intermediate,3,FALSE,4,Actively_Encouraged,3,3.812,79,Medium,-0.311,0.023,17.06
102491,STEM,Graduate,3.046,Ideation,Intermediate,3,TRUE,3,Allowed_With_Citation,4,3.435,92.38,Low,-0.389,0.317,15.75
102492,STEM,Senior,2.082,Ideation,Intermediate,2,TRUE,2,Allowed_With_Citation,5,2.434,69.52,Low,-0.352,0.119,22.21
102493,Arts,Sophomore,3.907,Copywriting/Drafting,Beginner,2,TRUE,2,Allowed_With_Citation,1,3.871,55.27,Low,0.036,0.39,1.64
102494,Humanities,Freshman,3.613,Ideation,Beginner,3,TRUE,3,Allowed_With_Citation,5,3.768,78.89,High,-0.155,0.373,10.71
102495,Business,Junior,3.588,Copywriting/Drafting,Advanced,4,TRUE,1,Allowed_With_Citation,3,3.962,74.85,Medium,-0.374,0.205,11.93
102496,Humanities,Junior,2.541,Ideation,Beginner,2,FALSE,1,Actively_Encouraged,4,2.923,73.61,Medium,-0.382,0.244,18.85
102497,Business,Sophomore,2.195,Ideation,Beginner,2,FALSE,1,Allowed_With_Citation,5,2.288,81.81,Low,-0.093,0.014,12.75
102498,Arts,Freshman,3.116,Ideation,Advanced,5,FALSE,3,Actively_Encouraged,8,3.21,88.64,Medium,-0.094,0.258,16.96
102499,Medical,Junior,3.758,Summarizing_Reading,Advanced,4,TRUE,4,Allowed_With_Citation,4,4,85.92,Low,-0.242,0.055,16.26
102500,Humanities,Senior,2.914,Copywriting/Drafting,Advanced,4,FALSE,4,Actively_Encouraged,5,3.222,76.94,Medium,-0.308,0.331,23.78
102501,Arts,Junior,3.403,Debugging/Troubleshooting,Beginner,2,TRUE,3,Actively_Encouraged,4,3.885,50.97,Medium,-0.482,0.447,26.36
102502,Arts,Senior,2.949,Direct_Answer_Generation,Intermediate,3,FALSE,6,Allowed_With_Citation,6,3.455,95.34,High,-0.506,0.446,30.63
102503,Business,Junior,3.168,Ideation,Intermediate,3,FALSE,1,Allowed_With_Citation,4,3.368,80.99,Low,-0.2,0.071,17.66
102504,Medical,Sophomore,2.399,Debugging/Troubleshooting,Intermediate,2,FALSE,4,Allowed_With_Citation,6,2.593,61.59,Medium,-0.194,0.108,15.86
102505,STEM,Junior,2.86,Debugging/Troubleshooting,Beginner,3,FALSE,2,Allowed_With_Citation,4,2.917,74.24,Medium,-0.057,0.572,17.79
102506,STEM,Graduate,3.771,Debugging/Troubleshooting,Intermediate,5,FALSE,4,Allowed_With_Citation,2,3.928,86.75,Medium,-0.157,0.297,9.25
102507,Arts,Freshman,2.215,Copywriting/Drafting,Beginner,1,TRUE,6,Allowed_With_Citation,5,2.142,75,Medium,0.073,0.548,26.82
102508,Humanities,Junior,3.598,Copywriting/Drafting,Beginner,3,FALSE,4,Actively_Encouraged,2,3.824,89.02,Low,-0.226,0.441,19.95
102509,Arts,Sophomore,2.511,Debugging/Troubleshooting,Beginner,3,FALSE,4,Allowed_With_Citation,5,2.586,96.34,Medium,-0.075,0.335,17.05
102510,Medical,Freshman,2.88,Ideation,Beginner,2,FALSE,3,Allowed_With_Citation,3,3.216,81.68,Medium,-0.336,0.549,20.83
102511,STEM,Junior,2.874,Ideation,Beginner,3,TRUE,3,Actively_Encouraged,5,3.436,62.06,Medium,-0.562,0.419,24.43
102512,Medical,Senior,2.824,Copywriting/Drafting,Intermediate,3,FALSE,5,Actively_Encouraged,5,3.137,96.71,Medium,-0.313,0.361,26.18
102513,Humanities,Junior,3.48,Summarizing_Reading,Intermediate,1,FALSE,2,Actively_Encouraged,9,3.529,66.9,Medium,-0.049,0.015,21.09
102514,Business,Freshman,3.056,Debugging/Troubleshooting,Intermediate,4,FALSE,1,Allowed_With_Citation,4,3.091,73.76,Medium,-0.035,0.419,3.72
102515,Business,Junior,3.426,Ideation,Intermediate,4,FALSE,6,Allowed_With_Citation,2,3.299,69.79,Low,0.127,0.49,13.6
102516,Medical,Sophomore,3.313,Summarizing_Reading,Intermediate,4,FALSE,3,Actively_Encouraged,5,3.352,58.1,Medium,-0.039,0.592,23.21
102517,STEM,Sophomore,3.47,Debugging/Troubleshooting,Intermediate,1,TRUE,2,Actively_Encouraged,6,3.182,53.11,Low,0.288,0.8,5
102518,Humanities,Sophomore,3.58,Copywriting/Drafting,Advanced,4,TRUE,1,Allowed_With_Citation,5,3.727,62.68,Low,-0.147,0.007,10.48
102519,Business,Graduate,2.386,Summarizing_Reading,Advanced,5,FALSE,3,Strict_Ban,7,2.728,64.26,High,-0.342,0.327,20.36
102520,Business,Freshman,3.378,Copywriting/Drafting,Advanced,3,TRUE,2,Actively_Encouraged,5,3.778,76.52,Medium,-0.4,0.008,13.77
102521,Business,Sophomore,2.818,Ideation,Advanced,4,FALSE,2,Strict_Ban,4,3.319,99.48,Medium,-0.501,0.177,25.87
102522,STEM,Sophomore,2.627,Debugging/Troubleshooting,Beginner,3,TRUE,2,Allowed_With_Citation,5,2.723,88.93,Medium,-0.096,0.632,26
102523,STEM,Junior,3.796,Debugging/Troubleshooting,Intermediate,3,TRUE,4,Allowed_With_Citation,7,4,69.05,Medium,-0.204,0.462,28.86
102524,Humanities,Senior,3.547,Summarizing_Reading,Beginner,2,FALSE,2,Allowed_With_Citation,4,3.866,93.12,Low,-0.319,0.048,26.67
102525,Arts,Senior,2.725,Copywriting/Drafting,Beginner,2,TRUE,1,Allowed_With_Citation,5,3.312,76.08,Low,-0.587,0.046,25.35
102526,STEM,Senior,3.827,Debugging/Troubleshooting,Advanced,4,TRUE,2,Allowed_With_Citation,4,4,100,Medium,-0.173,0.533,12.97
102527,STEM,Freshman,3.071,Debugging/Troubleshooting,Advanced,5,FALSE,6,Allowed_With_Citation,7,3.357,85.61,High,-0.286,0.79,24.81
102528,Medical,Graduate,2.649,Summarizing_Reading,Beginner,2,FALSE,1,Actively_Encouraged,2,2.918,65.32,Medium,-0.269,0.16,19.07
102529,STEM,Sophomore,2.609,Debugging/Troubleshooting,Beginner,1,TRUE,2,Allowed_With_Citation,4,2.743,72.32,Low,-0.134,0.063,8.77
102530,Medical,Freshman,3.183,Copywriting/Drafting,Intermediate,3,TRUE,1,Allowed_With_Citation,1,3.264,83.15,Medium,-0.081,0.399,16.01
102531,Business,Senior,3.398,Summarizing_Reading,Beginner,3,FALSE,6,Actively_Encouraged,6,3.729,77.19,High,-0.331,0.416,28.89
102532,Arts,Junior,3.218,Debugging/Troubleshooting,Intermediate,1,TRUE,3,Actively_Encouraged,1,3.281,79.73,Medium,-0.063,0.16,11.02
102533,STEM,Freshman,2.497,Direct_Answer_Generation,Intermediate,2,TRUE,9,Actively_Encouraged,7,2.142,66.97,High,0.355,0.791,49.62
102534,STEM,Graduate,3.358,Direct_Answer_Generation,Beginner,3,TRUE,4,Allowed_With_Citation,1,3.701,94.46,High,-0.343,0.176,21.54
102535,Business,Junior,3.057,Ideation,Intermediate,5,TRUE,7,Strict_Ban,10,3.138,52.08,High,-0.081,0.69,57.01
102536,Arts,Junior,2.717,Direct_Answer_Generation,Intermediate,1,FALSE,1,Allowed_With_Citation,2,2.973,69.89,Low,-0.256,0.101,9.38
102537,Business,Sophomore,2.519,Summarizing_Reading,Beginner,2,FALSE,2,Strict_Ban,6,2.626,67.97,High,-0.107,0.489,39.86
102538,STEM,Freshman,2.842,Copywriting/Drafting,Advanced,3,TRUE,8,Allowed_With_Citation,4,3.002,65.44,High,-0.16,0.709,25.38
102539,Arts,Graduate,3.209,Direct_Answer_Generation,Advanced,5,TRUE,2,Actively_Encouraged,6,3.598,80.47,Medium,-0.389,0.418,24.6
102540,Arts,Senior,3.155,Copywriting/Drafting,Beginner,3,FALSE,5,Allowed_With_Citation,4,3.38,82.59,High,-0.225,0.256,16.23
102541,Business,Junior,3.22,Copywriting/Drafting,Beginner,2,FALSE,5,Allowed_With_Citation,2,3.621,81.73,Low,-0.401,0.219,24.66
102542,Arts,Junior,3.791,Direct_Answer_Generation,Beginner,1,FALSE,5,Actively_Encouraged,3,4,43.19,Low,-0.209,0.293,23.51
102543,Arts,Senior,2.727,Debugging/Troubleshooting,Intermediate,2,FALSE,5,Actively_Encouraged,3,3.032,72.9,Low,-0.305,0.54,19.31
102544,Business,Junior,3.177,Ideation,Beginner,3,FALSE,6,Actively_Encouraged,6,3.449,66.95,Medium,-0.272,0.396,34.25
102545,STEM,Freshman,3.066,Debugging/Troubleshooting,Advanced,3,TRUE,1,Allowed_With_Citation,4,3.429,99.13,Medium,-0.363,0.243,16.82
102546,Humanities,Senior,3.307,Copywriting/Drafting,Beginner,3,TRUE,8,Strict_Ban,8,3.691,59.62,High,-0.384,0.553,43.76
102547,STEM,Junior,2.423,Debugging/Troubleshooting,Beginner,2,TRUE,2,Strict_Ban,7,2.404,75.01,High,0.019,0.547,31.91
102548,Humanities,Graduate,3.146,Ideation,Beginner,2,FALSE,3,Allowed_With_Citation,1,3.319,52.31,Medium,-0.173,0.108,11.02
102549,Humanities,Senior,2.962,Direct_Answer_Generation,Beginner,1,TRUE,5,Actively_Encouraged,6,3.067,70.92,High,-0.105,0.56,27.87
102550,STEM,Sophomore,3.674,Debugging/Troubleshooting,Intermediate,4,TRUE,3,Allowed_With_Citation,1,3.725,76.66,Medium,-0.051,0.685,27.5
102551,Humanities,Freshman,2.742,Copywriting/Drafting,Beginner,3,TRUE,5,Allowed_With_Citation,5,2.976,56.4,High,-0.234,0.813,12.55
102552,STEM,Junior,2.86,Debugging/Troubleshooting,Beginner,2,TRUE,3,Allowed_With_Citation,6,3.227,84.02,High,-0.367,0.535,19.8
102553,Arts,Senior,3.752,Debugging/Troubleshooting,Intermediate,3,FALSE,1,Allowed_With_Citation,2,4,96.35,Low,-0.248,0.033,18.55
102554,Medical,Freshman,3.552,Ideation,Beginner,3,TRUE,2,Strict_Ban,1,3.474,65.1,Low,0.078,0.472,9.72
102555,STEM,Senior,3.621,Debugging/Troubleshooting,Intermediate,3,FALSE,3,Allowed_With_Citation,1,3.948,78.35,Low,-0.327,0.413,14.82
102556,Medical,Senior,3.052,Copywriting/Drafting,Advanced,4,TRUE,5,Allowed_With_Citation,4,3.418,76.17,Medium,-0.366,0.261,25.13
102557,Business,Freshman,3.633,Ideation,Intermediate,4,TRUE,4,Allowed_With_Citation,4,3.856,80.55,Medium,-0.223,0.633,41.09
102558,STEM,Senior,3.524,Ideation,Intermediate,4,FALSE,2,Actively_Encouraged,1,3.835,83.94,Medium,-0.311,0.024,8.68
102559,STEM,Freshman,3.873,Direct_Answer_Generation,Beginner,2,TRUE,8,Allowed_With_Citation,5,3.328,32.76,High,0.545,0.746,41.53
102560,Business,Freshman,3.834,Copywriting/Drafting,Intermediate,3,TRUE,2,Actively_Encouraged,4,3.985,100,Low,-0.151,0.45,28.05
102561,Arts,Freshman,2.92,Debugging/Troubleshooting,Intermediate,3,TRUE,2,Allowed_With_Citation,3,2.835,67.53,Medium,0.085,0.379,18.15
102562,Business,Junior,1.621,Ideation,Intermediate,2,TRUE,4,Strict_Ban,5,2.173,71.12,High,-0.552,0.45,12.46
102563,STEM,Graduate,3.204,Debugging/Troubleshooting,Intermediate,3,TRUE,5,Actively_Encouraged,2,3.433,76.56,High,-0.229,0.707,21.33
102564,STEM,Senior,3.317,Summarizing_Reading,Advanced,5,FALSE,2,Allowed_With_Citation,2,3.315,64.46,Low,0.002,0.052,9.99
102565,Humanities,Sophomore,3.069,Copywriting/Drafting,Advanced,3,TRUE,1,Allowed_With_Citation,2,3.336,70.14,Low,-0.267,0.04,14.46
102566,STEM,Freshman,3.16,Summarizing_Reading,Beginner,1,TRUE,2,Allowed_With_Citation,1,3.449,66.72,Low,-0.289,0.408,24.66
102567,STEM,Junior,1.847,Summarizing_Reading,Beginner,3,TRUE,3,Actively_Encouraged,2,2.007,65.74,Medium,-0.16,0.742,9.23
102568,STEM,Freshman,3.409,Copywriting/Drafting,Intermediate,3,TRUE,6,Actively_Encouraged,5,3.484,88.17,Medium,-0.075,0.364,14.83
102569,Arts,Senior,3.043,Summarizing_Reading,Intermediate,3,FALSE,5,Strict_Ban,4,3.472,90.68,Medium,-0.429,0.401,23.64
102570,Medical,Sophomore,3.276,Summarizing_Reading,Advanced,5,FALSE,4,Strict_Ban,2,3.402,73.94,High,-0.126,0.823,14.4
102571,Humanities,Sophomore,3.531,Copywriting/Drafting,Beginner,2,TRUE,2,Actively_Encouraged,1,3.689,80.75,Medium,-0.158,0.195,8.51
102572,Medical,Sophomore,3.723,Summarizing_Reading,Beginner,1,FALSE,3,Allowed_With_Citation,4,3.936,73.72,High,-0.213,0.639,12.25
102573,Humanities,Senior,1.731,Ideation,Advanced,3,FALSE,4,Actively_Encouraged,2,2.115,92.26,Medium,-0.384,0.578,17.13
102574,Humanities,Sophomore,3.718,Summarizing_Reading,Beginner,1,FALSE,2,Actively_Encouraged,2,3.729,72.73,Low,-0.011,0.171,6.55
102575,STEM,Sophomore,3.181,Direct_Answer_Generation,Beginner,2,FALSE,1,Allowed_With_Citation,2,3.354,43.35,Medium,-0.173,0.179,12.22
102576,Business,Junior,3.802,Debugging/Troubleshooting,Beginner,2,TRUE,9,Actively_Encouraged,8,3.967,68.5,High,-0.165,0.976,41
102577,Medical,Junior,3.054,Summarizing_Reading,Advanced,3,FALSE,3,Allowed_With_Citation,4,2.951,54.03,Low,0.103,0.389,9.61
102578,Business,Graduate,3.008,Direct_Answer_Generation,Intermediate,3,FALSE,2,Actively_Encouraged,4,3.057,65.67,Low,-0.049,0.341,18.07
102579,Humanities,Sophomore,3.054,Direct_Answer_Generation,Advanced,3,FALSE,5,Allowed_With_Citation,1,3.386,77.65,Medium,-0.332,0.307,23.66
102580,Business,Freshman,3.5,Ideation,Beginner,2,TRUE,5,Actively_Encouraged,4,3.679,76.43,Medium,-0.179,0.452,11.68
102581,STEM,Junior,3.224,Debugging/Troubleshooting,Advanced,3,TRUE,7,Strict_Ban,10,3.776,89.42,High,-0.552,0.902,37.42
102582,Medical,Freshman,3.673,Debugging/Troubleshooting,Advanced,5,TRUE,3,Allowed_With_Citation,4,3.624,77.27,Low,0.049,0.102,13.7
102583,Business,Sophomore,3.361,Ideation,Advanced,5,FALSE,3,Allowed_With_Citation,1,3.501,72.03,Medium,-0.14,0.425,20.79
102584,Humanities,Freshman,3.858,Ideation,Advanced,4,FALSE,1,Allowed_With_Citation,5,4,67.02,Low,-0.142,0.524,11.2
102585,Business,Graduate,3.243,Ideation,Advanced,5,TRUE,1,Allowed_With_Citation,4,3.71,62.77,High,-0.467,0.103,15.28
102586,Business,Sophomore,2.776,Ideation,Beginner,2,TRUE,5,Strict_Ban,8,2.868,64.83,Medium,-0.092,0.933,14.9
102587,STEM,Senior,3.712,Debugging/Troubleshooting,Advanced,4,TRUE,1,Actively_Encouraged,2,4,78.52,Medium,-0.288,0.11,13.63
102588,Business,Graduate,2.757,Ideation,Beginner,1,TRUE,9,Allowed_With_Citation,5,2.704,56.4,Medium,0.053,0.786,44.84
102589,STEM,Graduate,3.664,Debugging/Troubleshooting,Beginner,3,TRUE,3,Strict_Ban,5,4,67.57,High,-0.336,0.485,36.08
102590,Business,Junior,2.036,Ideation,Advanced,5,TRUE,3,Actively_Encouraged,8,2.886,84.93,Medium,-0.85,0.272,32.03
102591,Arts,Graduate,3.746,Ideation,Intermediate,1,TRUE,1,Allowed_With_Citation,3,3.867,54.04,Low,-0.121,0.086,13.77
102592,Arts,Senior,3.216,Direct_Answer_Generation,Beginner,1,FALSE,4,Actively_Encouraged,5,3.54,77.41,Low,-0.324,0.008,17.34
102593,Business,Freshman,3.138,Debugging/Troubleshooting,Beginner,2,TRUE,2,Strict_Ban,4,3.059,66.7,Low,0.079,0.233,11.33
102594,Business,Graduate,3.736,Ideation,Intermediate,4,TRUE,2,Allowed_With_Citation,7,3.934,100,Medium,-0.198,0.11,9.67
102595,STEM,Junior,2.11,Debugging/Troubleshooting,Advanced,5,TRUE,4,Allowed_With_Citation,5,2.609,77.81,High,-0.499,0.906,26.31
102596,Arts,Freshman,3.237,Direct_Answer_Generation,Beginner,2,FALSE,3,Strict_Ban,7,3.289,51.3,High,-0.052,0.728,18.47
102597,STEM,Senior,2.978,Debugging/Troubleshooting,Beginner,1,FALSE,5,Allowed_With_Citation,4,3.306,86.64,Medium,-0.328,0.37,16.53
102598,Humanities,Junior,2.587,Copywriting/Drafting,Intermediate,4,TRUE,2,Allowed_With_Citation,6,2.704,51.76,High,-0.117,0.269,17.76
102599,STEM,Graduate,3.072,Debugging/Troubleshooting,Intermediate,2,FALSE,5,Strict_Ban,2,3.065,91.19,Medium,0.007,0.907,10.71
102600,STEM,Senior,2.5,Summarizing_Reading,Advanced,3,TRUE,4,Actively_Encouraged,3,2.723,81.97,Low,-0.223,0.528,24.62
102601,Business,Sophomore,3.867,Ideation,Beginner,2,TRUE,5,Actively_Encouraged,8,3.633,63.08,Medium,0.234,0.347,16.04
102602,STEM,Sophomore,3.16,Debugging/Troubleshooting,Advanced,3,TRUE,2,Actively_Encouraged,1,3.291,87.8,Medium,-0.131,0.217,7.66
102603,Business,Senior,2.162,Ideation,Advanced,3,FALSE,4,Allowed_With_Citation,1,2.622,74.59,High,-0.46,0.405,30.07
102604,Humanities,Junior,2.557,Copywriting/Drafting,Advanced,5,FALSE,5,Strict_Ban,7,2.507,80.99,Medium,0.05,0.548,18.63
102605,STEM,Freshman,2.545,Debugging/Troubleshooting,Beginner,2,FALSE,7,Actively_Encouraged,5,2.616,49.25,High,-0.071,0.968,30.96
102606,Business,Freshman,3.215,Ideation,Beginner,2,FALSE,4,Allowed_With_Citation,1,3.516,92.78,Low,-0.301,0.36,15.8
102607,STEM,Freshman,2.401,Debugging/Troubleshooting,Intermediate,4,FALSE,3,Actively_Encouraged,4,2.308,80.01,High,0.093,0.711,13.26
102608,STEM,Junior,3.595,Ideation,Advanced,3,FALSE,5,Allowed_With_Citation,5,3.902,83.99,Medium,-0.307,0.647,37.83
102609,Business,Freshman,3.044,Ideation,Advanced,3,TRUE,2,Allowed_With_Citation,6,3.435,100,Medium,-0.391,0.667,21.05
102610,STEM,Freshman,3.235,Debugging/Troubleshooting,Beginner,3,FALSE,2,Allowed_With_Citation,1,3.359,73.45,Low,-0.124,0.136,23.21
102611,Arts,Junior,2.254,Copywriting/Drafting,Intermediate,2,FALSE,5,Strict_Ban,2,2.613,81.6,Low,-0.359,0.225,21.11
102612,STEM,Freshman,3.34,Debugging/Troubleshooting,Intermediate,3,FALSE,1,Allowed_With_Citation,3,3.901,82.12,Low,-0.561,0.302,20.56
102613,STEM,Sophomore,3.391,Debugging/Troubleshooting,Beginner,2,TRUE,7,Strict_Ban,9,3.566,48,High,-0.175,0.962,41.6
102614,Business,Graduate,3.289,Ideation,Intermediate,5,TRUE,4,Allowed_With_Citation,1,3.6,75.11,Low,-0.311,0.145,12.28
102615,Humanities,Senior,3.721,Ideation,Beginner,3,FALSE,3,Allowed_With_Citation,2,4,91.33,Low,-0.279,0.485,19.24
102616,STEM,Sophomore,2.816,Debugging/Troubleshooting,Advanced,4,FALSE,4,Actively_Encouraged,1,3.241,85.07,Medium,-0.425,0.479,27.25
102617,Humanities,Graduate,2.931,Copywriting/Drafting,Beginner,3,FALSE,2,Strict_Ban,1,3.198,82.35,High,-0.267,0.598,21.74
102618,STEM,Sophomore,2.86,Debugging/Troubleshooting,Intermediate,4,FALSE,5,Strict_Ban,5,3.108,78.55,Medium,-0.248,0.251,15.65
102619,Arts,Junior,3.372,Summarizing_Reading,Intermediate,2,FALSE,4,Strict_Ban,1,3.475,72.53,Low,-0.103,0.103,18.95
102620,Humanities,Sophomore,2.65,Ideation,Intermediate,4,FALSE,4,Actively_Encouraged,3,2.792,79.12,Medium,-0.142,0.278,18.96
102621,Arts,Senior,3.714,Summarizing_Reading,Advanced,5,FALSE,4,Allowed_With_Citation,3,4,79.76,Low,-0.286,0.166,18.62
102622,Medical,Sophomore,3.922,Summarizing_Reading,Beginner,1,FALSE,3,Allowed_With_Citation,7,3.801,93.66,Medium,0.121,0.117,10.93
102623,Humanities,Sophomore,2.665,Copywriting/Drafting,Advanced,4,TRUE,5,Actively_Encouraged,5,2.925,79.3,High,-0.26,0.711,21.77
102624,Medical,Junior,3.538,Summarizing_Reading,Intermediate,3,FALSE,1,Strict_Ban,6,3.76,89.82,Medium,-0.222,0.039,6.4
102625,Humanities,Senior,3.522,Copywriting/Drafting,Advanced,3,FALSE,5,Actively_Encouraged,3,3.833,85.09,High,-0.311,0.454,28.21
102626,Medical,Junior,3.517,Debugging/Troubleshooting,Intermediate,4,FALSE,2,Allowed_With_Citation,5,3.985,56.85,Low,-0.468,0.064,23.58
102627,STEM,Senior,3.617,Summarizing_Reading,Advanced,3,FALSE,4,Allowed_With_Citation,6,4,92.29,Medium,-0.383,0.617,20.73
102628,Business,Junior,3.448,Direct_Answer_Generation,Beginner,3,TRUE,6,Actively_Encouraged,5,3.815,78.22,Medium,-0.367,0.368,31.68
102629,Humanities,Senior,2.558,Copywriting/Drafting,Beginner,2,FALSE,4,Actively_Encouraged,4,2.786,94.16,High,-0.228,0.417,16.32
102630,Humanities,Junior,3.753,Ideation,Advanced,5,FALSE,1,Strict_Ban,4,3.954,90.37,Low,-0.201,0.247,11.51
102631,Business,Freshman,2.252,Debugging/Troubleshooting,Beginner,3,FALSE,4,Actively_Encouraged,2,2.508,77.68,Medium,-0.256,0.439,18.58
102632,Business,Graduate,3.875,Direct_Answer_Generation,Advanced,3,FALSE,4,Allowed_With_Citation,7,3.968,75.14,Medium,-0.093,0.142,8.43
102633,STEM,Senior,3.391,Direct_Answer_Generation,Advanced,3,FALSE,1,Allowed_With_Citation,1,3.724,76.73,Low,-0.333,0.309,14.74
102634,STEM,Graduate,2.397,Summarizing_Reading,Intermediate,3,FALSE,3,Strict_Ban,4,2.482,96.04,Low,-0.085,0.061,16.15
102635,Business,Junior,3.323,Summarizing_Reading,Beginner,3,FALSE,3,Allowed_With_Citation,6,3.578,69.42,Low,-0.255,0.555,22.56
102636,Business,Senior,3.891,Ideation,Intermediate,4,FALSE,6,Allowed_With_Citation,2,4,61.03,High,-0.109,0.63,31.11
102637,Medical,Graduate,3.183,Ideation,Intermediate,2,TRUE,2,Strict_Ban,1,3.398,84.24,Low,-0.215,0.386,25.66
102638,Arts,Freshman,1.984,Copywriting/Drafting,Beginner,3,TRUE,5,Allowed_With_Citation,7,2.134,81.15,Medium,-0.15,0.532,15.55
102639,Medical,Graduate,3.695,Summarizing_Reading,Advanced,3,TRUE,5,Actively_Encouraged,1,3.908,79.77,High,-0.213,0.671,16.76
102640,Business,Sophomore,3.534,Ideation,Intermediate,3,TRUE,4,Allowed_With_Citation,2,3.36,75.52,High,0.174,0.258,18.7
102641,STEM,Freshman,3.476,Debugging/Troubleshooting,Intermediate,3,FALSE,3,Allowed_With_Citation,1,3.692,75.43,Low,-0.216,0.245,22.03
102642,STEM,Sophomore,3.678,Direct_Answer_Generation,Advanced,4,TRUE,5,Allowed_With_Citation,6,2.981,75.64,High,0.697,0.97,33.53
102643,Arts,Junior,3.85,Copywriting/Drafting,Intermediate,3,TRUE,1,Allowed_With_Citation,4,3.949,83.24,Medium,-0.099,0.203,20.86
102644,Business,Freshman,3.641,Summarizing_Reading,Advanced,3,TRUE,5,Allowed_With_Citation,3,3.753,87.07,Medium,-0.112,0.514,23.23
102645,STEM,Freshman,2.097,Debugging/Troubleshooting,Intermediate,3,TRUE,6,Actively_Encouraged,7,2.32,62.55,High,-0.223,0.66,37.58
102646,Humanities,Junior,3.078,Summarizing_Reading,Beginner,1,FALSE,1,Allowed_With_Citation,3,3.086,69.58,High,-0.008,0.15,9.65
102647,Medical,Junior,3.617,Copywriting/Drafting,Advanced,3,FALSE,4,Actively_Encouraged,9,3.668,76.16,Low,-0.051,0.328,15.04
102648,Business,Senior,3.325,Ideation,Intermediate,4,TRUE,3,Actively_Encouraged,6,3.653,64.19,Medium,-0.328,0.564,18.79
102649,Humanities,Sophomore,2.858,Summarizing_Reading,Intermediate,4,FALSE,1,Allowed_With_Citation,1,2.722,73.02,Medium,0.136,0.416,19.5
102650,Humanities,Sophomore,2.437,Copywriting/Drafting,Intermediate,4,TRUE,1,Actively_Encouraged,1,2.444,85.71,Medium,-0.007,0.011,17.02
102651,STEM,Freshman,3.271,Direct_Answer_Generation,Advanced,3,FALSE,2,Allowed_With_Citation,1,3.512,83.16,Medium,-0.241,0.4,20.36
102652,Humanities,Junior,3.154,Copywriting/Drafting,Beginner,2,FALSE,1,Strict_Ban,2,3.522,64.84,High,-0.368,0.154,21.13
102653,Humanities,Sophomore,3.339,Copywriting/Drafting,Intermediate,5,FALSE,5,Allowed_With_Citation,5,3.519,68.96,Low,-0.18,0.511,24.22
102654,STEM,Sophomore,2.556,Ideation,Advanced,3,FALSE,4,Allowed_With_Citation,5,2.67,77.02,Medium,-0.114,0.264,6.36
102655,Arts,Junior,2.769,Copywriting/Drafting,Intermediate,1,TRUE,4,Allowed_With_Citation,5,3.058,65.07,Medium,-0.289,0.218,15.83
